drug_id,smiles
DB06680,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(COC)OC)C5=CC=C(C=C5)/C=N/O
DB06685,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O
DB06693,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O
DB06721,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)/C=N/OC(C)(C)C)O
DB06726,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O
DB06727,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
DB06728,C1=CC=C(C=C1)N
DB06731,C1=CC=C(C=C1)[C@H](CCN)OC2=CC=C(C=C2)C(F)(F)F
DB06732,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
DB06733,C[C@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C
DB06740,CC(C)(C)C1CCC(CC1)C2=C(C3=CC=CC=C3C(=O)C2=O)O
DB06741,C1=CC=C(C=C1)NC(=O)/C=C/C2=C(NC3=C2C(=CC(=C3)Cl)Cl)C(=O)O
DB06743,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3(C2)[C@@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O
DB06749,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C
DB06750,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C
DB06751,CCOC1=C(C=C(C=C1)/C=C\2/C3=CC(=C(C=C3CCN2)OCC)OCC)OCC
DB06756,C[N+](C)(C)CC(=O)[O-]
DB06762,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
DB06768,CC(C(=O)[O-])O.[NH4+]
DB06775,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N
DB06778,[O-]S(=O)(=O)[O-].[Cu+2]
DB06783,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
DB06784,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[67Ga+3]
DB06787,C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C
DB06793,CCC(=O)O[C@@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@@H](C)CN(C)C
DB06796,CC1=C(C(=CC(=N1)COP(=O)(O)O)CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)O)CC(=O)[O-])CC(=O)[O-])O.[Mn+2]
DB06797,CCC(C)C(C)(COC(=O)N)COC(=O)N
DB06801,CCCCCCCC(=O)OCC(CO)O
DB06809,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
DB06811,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
DB06814,CC(CC1=CC2=C(C=C1)OCO2)NCC(C3=CC(=C(C=C3)O)O)O
DB06815,C1=CC(=S)N(C=C1)O
DB06821,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DB06823,CC(C(=O)NCC(=O)O)S
DB06832,C=CC1=C2C(=CC(=C1)O)N=C(O2)C3=CC(=C(C=C3)O)F
DB06852,C1CN2CCC1[C@@H](C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5
DB06894,CCCCCCCCCCCCO
DB06940,CCNC(=O)C1=CN2C(=C1C)C(=NC=N2)NC3=C(C=CC(=C3)C(=O)NOC)C
DB06941,CN1CCN(CC1)C2=CC=CC=C2CN=NC(=S)N
DB06942,C1C[C@H](N(C1)C(=O)CCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=N)N
DB06943,CC#CCOC1=CC=C(C=C1)S(=O)(=O)N2CC[C@@H](C2)S
DB06944,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3
DB06945,C1COCCC1(C(=O)NO)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)C(F)(F)F
DB06962,C1CN(CCC12COC3=C2C=C(C=C3)CN)C(=O)C4=CC=C(O4)C#CC5=CC=CC=C5
DB07080,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
DB07101,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O
DB07138,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl
DB07223,CCCNC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2CCC[C@H]2C(=O)OC
DB07238,CNC(=O)C1=C(OC2=CC(=C(C=C21)C3CC3)N(CCO)S(=O)(=O)C)C4=CC=C(C=C4)F
DB07266,CCN1C2=C(C=C3C(=C2)C4=C(N3)C5=NNC(=C5CCC4)C)C(C1=O)(C)C
DB07286,CC1=C(C=CC(=C1Cl)C#N)N2C(=O)[C@@H]3[C@@H](CCN3C2=O)O
DB07327,CC1=CC(=C(C=C1)C(=O)C)N[C@@H](C2=C(C=CC=C2Br)Br)C(=O)N
DB07338,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O
DB07348,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O
DB07374,CC(=O)O[C@@H]1[C@H](CN[C@@H]1CC2=CC=C(C=C2)OC)O
DB07392,CCNC1=NC(=NC(=N1)Cl)NC(C)C
DB07401,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
DB07419,C[C@](COC1=CC(=C(C=C1)Cl)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
DB07423,CC(=O)NC1=CC=C(C=C1)OC[C@@](C)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O
DB07565,C1=CC(=CC=C1[C@H]([C@@H](COC(=O)CCC(=O)O)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
DB07662,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br
DB07706,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=C(C=C34)O)O
DB07715,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
DB07744,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)CF)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1
DB07768,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
DB07810,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
DB07885,CC(C)OC(=O)N1[C@H](C(=S)NC2=C1C=C(C=C2)OC)CSC
DB07914,C1=CC=C(C=C1)/C(=C\C=C\C(=O)C(=O)O)/O
DB07931,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O
DB07933,C1C[C@H]2[C@@H](C1)C3=C(C=CC(=C3)O)O[C@H]2C4=CC=C(C=C4)O
DB07941,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C
DB08009,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)Cl)NC2=O)C
DB08012,CCOC(=O)C1=CC=C(C=C1)OCCC2CCN(CC2)C3=NN=C(C=C3)C
DB08037,CN1CC[C@@H]([C@@H](C1)F)N(C)C(=O)N2CC(=C[C@@]2(CO)C3=CC=CC=C3)C4=C(C=CC(=C4)F)F
DB08044,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C3=CC[C@@H]([C@H](C3)N)C4=CC(=C(C=C4F)F)F
DB08059,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C
DB08079,COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5
DB08080,C[C@H]/1CC[C@@H]2C[C@H](C[C@@](O2)([C@@H]3CSC(=O)N3)O)OC(=O)/C=C(\CC/C=C1)/C
DB08089,C1=CC2=C(C=C1N(CC(F)(F)F)CC(F)(F)F)C(=CC(=O)N2)C(F)(F)F
DB08092,C1COCCN1C2=CC(=CC(=C2)C(=O)NC3=CC4=C(C=C3)NC=C4)F
DB08098,C1=C(OC(=C1)[N+](=O)[O-])C2=NN=C(O2)SCC(=O)O
DB08099,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(CC[C@H](N3CCCOC)C4=CC=CC=C4)C=C2
DB08142,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
DB08162,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
DB08188,CCOCN1C(=C(C(=O)NC1=O)C(C)C)CC2=CC=CC=C2
DB08260,CCCCCCCCNC(=S)N1[C@H]2CO[C@@H]1[C@@H]([C@H]([C@@H]2O)O)O
DB08261,CC1=CC(=CC2=C1C=CC(=C2C(=O)OC3[C@@H](C=C[C@@H]3O)O)O)OC
DB08262,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O
DB08263,C1=CC=C(C=C1)C[C@H](C(=O)O)NC(=O)C(=O)O
DB08264,C1=CC=C2[C@H]([C@H](C=CC2=C1)O)O
DB08267,C1=CC=C(C=C1)CCC2=C3C(=CC4=C2N=CN4)C(=O)NC(=N3)N
DB08313,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
DB08382,C1CN(CC1(F)F)C(=O)[C@@H]2C[C@@H](CN2)N3CCN(CC3)C4=NC=CC=N4
DB08398,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N
DB08437,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O
DB08460,C1=CC(=C(C=C1OCC2=C3C=CC(=NC3=NN2)N)OC4=CC(=CC(=C4)C#N)Cl)Cl
DB08472,CNCC[C@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB08490,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO
DB08496,CC(=O)C[C@H](C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
DB08544,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB08550,C1CNCC2=C1C=CC(=C2Cl)Cl
DB08552,B([C@H](C1=CC=CC=C1)NC(=O)CC2=CC=CS2)(O)O
DB08553,C1CNCCC1N2C=C(C(=N2)C3=CC=NC=C3)C4=CC5=C(C=C4)/C(=N/O)/CC5
DB08554,CCC[C@@H](C(=O)O)NC(=O)CCC(=O)O
DB08555,COC1=C(C=C2C(=C1)CCN=C2C3=CC(=CC=C3)Br)Cl
DB08559,CC1([C@@H](N2[C@H](S1O)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
DB08587,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O
DB08604,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
DB08626,C1=CC=C(C=C1)C[C@H](CS)C(=O)NCC(=O)O
DB08633,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)NC(=O)CCl)OC)C
DB08639,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
DB08666,C1=CC(=CC(=C1)NN=C2C(=N)N=NC2=N)C(F)(F)F
DB08667,C1=CC(=CC=C1NN=C2C(=N)N=NC2=N)F
DB08668,C1=CC(=CC(=C1)NN=C2C(=N)N=NC2=N)C(=O)O
DB08687,C1=CC=C2C(=C1)C(=C(N=C2Cl)C(=O)NCC(=O)O)O
DB08720,CC1=NOC(=C1)CCCCCOC2=CC=C(C=C2)C3=NCCO3
DB08721,C1COC(=N1)C2=CC(=C(C(=C2)Cl)OCCCCCC3=CC(=NO3)COCOCCO)Cl
DB08722,C[C@H]1COC(=N1)C2=CC(=C(C=C2)OCCCCCCCC3=CC(=NO3)C)Cl
DB08723,CC1=NOC(=C1)CCCCCOC2=C(C=C(C=C2Cl)C3=NCCO3)Cl
DB08724,C[C@H]1COC(=N1)C2=CC=C(C=C2)OCCCCCC3=CC(=NO3)C
DB08725,CC[C@H]1COC(=N1)C2=CC=C(C=C2)OCCCCCCCC3=CC(=NO3)C
DB08726,CC1=NOC(=C1)CCCCCCCOC2=CC=C(C=C2)C3=NCCO3
DB08727,C[C@@H]1COC(=N1)C2=CC=C(C=C2)OCCCCCCCC3=CC(=NO3)C
DB08728,CC1=NOC(=C1)CCCOC2=C(C=C(C=C2Cl)C3=NCCO3)Cl
DB08744,CN1C(=O)C=C(C2=C1C3=C(C=C2)OCO3)OC
DB08756,C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N
DB08792,CN(C1=CC=C(C=C1)O)C(=O)C(Cl)Cl
DB08794,CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O
DB08803,CC1=CC(=C(C=C1)C(C)C)OCC2=NCCN2
DB08805,CC1=C(N=CN1)CSCCNC(=S)NC
DB08809,C(C(=O)O)(Cl)Cl
DB08810,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N
DB08818,CC(=O)N[C@H]1[C@@H](O[C@@H]([C@H](C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O[C@H]3[C@@H](C([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)NC(=O)C)O)O)O)CO)O
DB08823,CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C.CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C(=C[C@H]3[C@@H]2CC(=O)O1)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C
DB08830,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O
DB08831,C(C=O)[C@H]([C@@H]([C@@H](CO)O)O)O
DB08833,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
DB08834,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
DB08835,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
DB08836,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3
DB08837,CC[N+](CC)(CC)CC
DB08838,C(CCN=C(N)N)CN
DB08839,C1=CC2=C(C=C1O)C(=CN2)CCN
DB08840,CNC(=O)C1=CN=CC=C1
DB08841,C1=CC(=CC=C1CCN)O
DB08842,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
DB08844,C12=C(NC(=O)N1)NC(=O)NC2=O
DB08845,C(CC(=O)O)C(=O)C(=O)O
DB08846,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
DB08847,C1[C@H](CN[C@@H]1C(=O)O)O
DB08848,C1CNCC(=C1)C(=O)O
DB08855,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
DB08856,C[C@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H](CC(C)C)C(=O)O)NC(=O)[C@H](CC2=CC=C(C=C2)O)N
DB08861,CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C
DB08878,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N
DB08891,C1=CC(=CC=C1[C@@H](CC(=O)O)CN)Cl
DB08892,CC(C)[C@@H](OC(=O)C(C)C)OC(=O)NC[C@H](CC(=O)O)C1=CC=C(C=C1)Cl
DB08915,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)C[C@@H](C(=O)O)OC
DB08921,CC1=CC[C@@H](CC1)C(=C)C
DB08924,CC(CC1=CC=CC=C1)N=CC(Cl)(Cl)Cl
DB08926,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NCC(=O)O
DB08927,CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F
DB08928,CC(=O)NC1=C(C=CC(=C1)[As]2SCC(S2)CO)O
DB08939,CCOC(=O)CSCCC1NC(CS1)C(=O)O
DB08940,CC(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
DB08942,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
DB08944,C[C@@H](C[C@](C#N)(C1=CC=CC=C1)C(C)C)N(C)C
DB08945,C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
DB08948,CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I
DB08949,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7
DB08950,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43
DB08951,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O
DB08952,CC(C)NCC(COC1=CC=CC2=C1C=CC2)O
DB08953,C1CNCCC1CCC2=CNC3=CC=CC=C32
DB08955,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO
DB08956,C[C@]12CCC(=O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CO)C
DB08960,C[N+](C)(C)CCCCCC[N+](C)(C)C
DB08961,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl
DB08962,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@]([C@H]2O)(C3(C)C)C
DB08966,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C
DB08968,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3
DB08969,C(C(F)(F)F)OCC(F)(F)F
DB08972,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
DB08973,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)Cl)Cl
DB08975,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C=C(C=C4)C(=O)CCC(=O)O
DB08978,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3)CC(=O)C4=CC=C(C=C4)C5=CC=CC=C5
DB08979,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
DB08980,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3
DB08982,CCOC(=O)/C=C\1/N(C(=O)C(S1)N2CCCCC2)C
DB08985,CCNCC(C1=CC(=CC=C1)O)O
DB08986,CCN=C1NC2=C(C=C(C=C2)Cl)C(O1)(C)C3=CC=CC=C3
DB08988,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2
DB08989,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC
DB08990,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3
DB08995,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
DB08997,C1CN(CCC1[C@@]2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4
DB08998,CNCCON=C1C2=CC=CC=C2C=CC3=CC=CC=C31
DB08999,CC(CC1CCCC1)NC
DB09001,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.C[C@@H](CC1CCCCC1)NC
DB09002,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB09003,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N
DB09004,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O
DB09006,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O
DB09007,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN(C)C
DB09010,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
DB09011,C1=CC=C(C=C1)CNC(=O)CCCl
DB09012,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
DB09013,CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O
DB09016,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C
DB09019,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2
DB09022,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2
DB09023,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O
DB09028,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2
DB09056,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2C[C@H](O[C@H](C2)C)C
DB09059,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(=O)N)CC(=O)N)[C@@H](C)O
DB09062,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)O)N)OC)SC2)C(=O)O
DB09081,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCCCO
DB09086,COC1=C(C=CC(=C1)CC=C)O
DB09088,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
DB09089,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C
DB09092,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O
DB09114,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
DB09116,C(=[N-])=[N-].[Ca+2]
DB09131,Cl[Cu]Cl
DB09139,C(O)(P(=O)(O)O)P(=O)(O)O.[99Tc]
DB09142,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)N
DB09144,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C
DB09145,O
DB09148,CNC1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)OCCOCCOCC[18F]
DB09149,CNC1=CC=C(C=C1)/C=C/C2=CN=C(C=C2)OCCOCCOCC[18F]
DB09151,CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)[18F]
DB09152,N#N
DB09155,[He]
DB09157,C(=O)=O
DB09158,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O
DB09160,CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc]
DB09164,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)CN(CC(=O)O)CC(=O)O.[99Tc]
DB09165,[O-]P(=O)([O-])OP(=O)([O-])[O-].[99Tc+4]
DB09168,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C4=CC=CC=C4
DB09169,CCC(=O)N([C@@H]1CCN(C[C@@H]1CC=C)CCC2=CC=CC=C2)C3=CC=CC=C3
DB09170,CCC(=O)N(C1CCN(CC1)CC(C2=CC=CS2)O)C3=CC=CC=C3
DB09171,CCC(=O)N(C1CCN(CC1)CC(C)C2=CC=CC=C2)C3=CC=CC=C3
